id,DEPOT::DIPACSA,LANDFILL::RELLENO_SANITARIO,STOP::14_DE_JULIO,STOP::20_DE_NOVIEMBRE,STOP::ACEQUIAS,STOP::ACEROS,STOP::AEROPUERTO,STOP::ALAMEDAS,STOP::ALDAMA,STOP::ALFREDO_CHAVEZ,STOP::ALLENDE,STOP::ALTEC,STOP::AMAZONAS,STOP::ANTONIO_DE_MONTES,STOP::AMERICAS,STOP::AQUILES_SERDAN,STOP::ARBOLEDAS,STOP::ATENAS,STOP::AUDITORIO,STOP::AVICOLA,STOP::BACATETE,STOP::BAEZ,STOP::BARRANCAS,STOP::BATOPILAS,STOP::BRASIL,STOP::CAFETALES,STOP::CAMINO_REAL,STOP::CAMPANARIO,STOP::CAMPESINA,STOP::CAMPESTRE,STOP::CAMPO_BELLO,STOP::CAMPUS_UNIV,STOP::CARBONEL,STOP::CAROLINAS,STOP::CERRO_DE_LA_CRUZ,STOP::CHICHONTEPEC,STOP::COLINAS,STOP::COLON,STOP::CONCORDIA,STOP::CONGO,STOP::CONSTITUYENTES,STOP::CORDILLERA_I,STOP::CORDILLERA_NEGRA,STOP::COSMOS,STOP::CUAUHTEMOC,STOP::DE_LA_LLAVE,STOP::DEL_COBRE,STOP::DEPORTISTAS,STOP::DEPORTIVA,STOP::DEZA_Y_ULLOA,STOP::DIV._DEL_NORTE,STOP::DOMINICANA,STOP::DOSMIL,STOP::DOSTOIEVSKI,STOP::DUMAS,STOP::EL_QUIJOTE,STOP::EL_TORREON,STOP::ENTRONQUE,STOP::ESPERANZA,STOP::ESTRELLA,STOP::EVEREST,STOP::FCO._PORTILLO,STOP::FERRETERA,STOP::FERROCARRIL,STOP::FLORES_MAGON,STOP::FORNARINA,STOP::FUENTES_MARES,STOP::GARCIA_VALDEZ,STOP::GIRASOLES,STOP::GOMEZ_MORIN,STOP::GRUTAS,STOP::GUADALUPE,STOP::GUATEMALA,STOP::HACIENDAS,STOP::HERMES,STOP::HUANCUNE,STOP::IGLESIAS,STOP::ILLINOIS,STOP::IMPERIO,STOP::INDEPENDENCIA,STOP::INDUSTRIAL,STOP::INFONAVIT,STOP::INSURGENTES,STOP::INTERAMERICANA,STOP::ISABELLA,STOP::J._DEL_NORTE,STOP::JARDINES_DE_ORIENTE,STOP::JESUS_RENTERIA,STOP::JIMENEZ,STOP::JUAN_ESCUTIA,STOP::JUAN_PABLO_II,STOP::JUAREZ,STOP::JUVENTUD,STOP::KARIKE,STOP::KENNEDY,STOP::KIOSKO,STOP::KOP,STOP::LA_CAÑADA,STOP::LA_GALERA,STOP::LADERAS,STOP::LA_LEONA,STOP::LAS_AGUILAS,STOP::LAS_MISIONES,STOP::LENNY_ROMO,STOP::LEON,STOP::LERDO,STOP::LINCE,STOP::LLORONES,STOP::LOS_HUERTOS,STOP::LOS_LLANOS,STOP::LOS_PORTALES,STOP::LOZANO,STOP::LUCERO,STOP::MARMOL,STOP::MASCOTAS,STOP::MAJALCA,STOP::MAYA,STOP::MAYAGOITIA,STOP::MEDICINA,STOP::MELCHOR_GUASPE,STOP::MER,STOP::MERAZ,STOP::MERCURIO,STOP::MINA,STOP::MINERAL,STOP::MIRADOR,STOP::MISION,STOP::MOHINORA,STOP::MONTE_ALBAN,STOP::MONTECARLO,STOP::MONTES_AMERICANOS,STOP::MORA,STOP::NEBRASKA,STOP::NOGALES,STOP::NUEVA_ESPAÑA,STOP::OBELISCO,STOP::OCAMPO,STOP::OCHOA,STOP::OJINAGA,STOP::OJOS_AZULES,STOP::ORTIZ_DE_CAMPOS,STOP::ORTIZ_MENA,STOP::OXFORD,STOP::P._SAN_MIGUEL,STOP::PACHECO,STOP::PALMAS,STOP::PANAMA,STOP::PANORAMICO,STOP::PARQUE_DEL_MORO,STOP::PARRAL,STOP::PASCUAL_OROZCO,STOP::PASEO_DEL_REAL,STOP::PASEOS,STOP::PEMEX,STOP::PIMENTEL,STOP::PINABETE,STOP::PINOS,STOP::PLAN_DE_AYALA,STOP::PONCE_DE_LEON,STOP::PORTAL_DEL_VALLE,STOP::PRIMERO_DE_MAYO,STOP::PUERTA_DE_HIERRO,STOP::PUNTA_ORIENTE,STOP::PUNTA_ALAMILLO,STOP::QUINTA_REAL,STOP::QUINTAS,STOP::R._ALMADA,STOP::RANCHERIA,STOP::REAL_CAROLINAS,STOP::REAL_DE_MINAS,STOP::REFORMA,STOP::REVOLUCION,STOP::REYES,STOP::RINCONADA,STOP::RINCONES,STOP::RIO_AROS,STOP::ROBINSON,STOP::ROMA,STOP::ROMANZA,STOP::ROSALES,STOP::ROSARIO,STOP::SAN_AGUSTIN,STOP::SAN_ANGEL,STOP::SAN_JUDAS,STOP::SAN_MARTIN,STOP::SAN_RAFAEL,STOP::SAN_SEBASTIAN,STOP::SANTA_RITA,STOP::SANTUARIO,STOP::SEMINARIO,STOP::SAUCITO,STOP::SORBONA,STOP::TABALAOPA,STOP::TERRAGONA,STOP::TERRAZAS,STOP::TOPACIO,STOP::TRIBUNAL_POPULAR,STOP::TRILLENIUM,STOP::TRINIDAD,STOP::UNIVERSIDAD,STOP::URUGUAY,STOP::V._CARRANZA,STOP::VALLARTA,STOP::VALLE_DEL_ANGEL,STOP::VALLE_ESCONDIDO,STOP::VARSOVIA,STOP::VIALIDAD_CH-P,STOP::VICTORIA_II,STOP::VILLA,STOP::VILLA_DEL_REY,STOP::VILLA_DORADA,STOP::VILLAS_DEL_REAL,STOP::VILLAS_DEL_SOL,STOP::VISTAS_DE_SAN_GUILLERMO,STOP::VISTAS_DEL_NORTE,STOP::VISTAS_DEL_SOL,STOP::VOLVO,STOP::ZARAGOZA,STOP::ZARCO,STOP::ZOOTECNIA
STOP::FERRETERA,16976.9,14943.3,8887.9,7770.9,21110.1,13130.8,6840.8,21115.6,8813.6,10015.8,8549.7,20364.6,30985.4,9844.2,14011.5,7456.7,14713.1,19512.3,8328.3,11032.4,13529.1,16100.1,18166.0,17473.6,13372.4,24606.6,11232.2,12373.2,9250.0,11384.3,19722.1,19500.9,12239.1,16750.8,7666.2,15375.9,13274.7,12268.2,8076.7,31344.2,20284.6,23033.8,20333.6,12383.6,9428.2,8695.4,8618.0,15867.2,9894.8,11362.1,10621.2,12817.5,11760.9,20691.2,21850.3,21440.6,8302.6,19268.8,10262.5,14053.3,17785.7,1600.5,0.0,10675.9,7222.4,8803.5,2770.9,11096.5,11546.3,9769.6,16537.8,8939.9,13866.9,13915.0,12616.5,14675.1,14503.4,12325.9,24004.8,6804.8,9552.0,16405.3,12034.3,11251.8,16286.6,14120.4,11399.3,2223.5,15831.8,13854.1,6453.0,8759.2,21779.0,14251.9,819.6,7696.7,3910.9,10153.5,8811.3,12523.2,16517.8,13950.3,15928.0,21598.1,15287.3,6847.5,11520.9,10879.1,24769.3,1529.2,23813.5,9803.9,16552.6,2043.0,10510.9,42598.1,2962.8,3448.2,11619.1,4880.6,10518.2,1163.3,11701.0,7733.3,19244.9,10112.0,2122.5,22820.6,16379.9,26387.6,14890.3,13552.0,12796.2,20853.7,2770.6,39849.3,5988.7,6818.4,8217.0,18520.6,9472.6,12446.6,19425.7,15010.0,8271.9,10673.7,13047.3,14694.8,11787.1,16197.3,11660.1,23009.4,19243.4,10768.4,12949.0,13222.2,8785.0,4506.1,18092.4,11544.7,7354.2,24963.8,14967.7,14532.0,12442.3,10674.1,5150.4,2002.4,24494.6,19777.6,8569.4,15257.3,15581.1,20142.1,14234.1,13395.3,9819.8,14054.3,14888.5,7708.4,6437.9,11818.9,15988.7,10390.6,16554.7,6088.5,24847.1,13648.0,12459.8,8200.3,15648.2,14981.3,11152.6,24111.6,9737.5,13325.6,15021.9,11218.6,13771.7,9120.5,29492.6,7493.6,12690.2,16758.7,16695.9,10429.9,9997.2,8532.1,15137.9,23587.7,20893.6,22174.8,22059.0,12679.8,32956.1,11914.0,4942.1,13849.9,8359.0,9006.2
STOP::FERROCARRIL,25053.5,19360.1,18756.8,17175.2,27662.7,20376.0,11257.6,27668.2,16950.6,19884.8,16686.7,27489.1,37538.0,17981.2,22719.8,4712.2,23646.4,26064.8,17516.9,20901.4,23851.9,24176.7,25458.5,24782.9,21863.8,31159.2,12904.7,20510.2,19118.9,20209.1,29282.9,29061.7,20376.1,23303.4,17535.2,23867.3,21411.7,20344.8,12510.9,37896.8,25616.6,30184.4,29894.4,20095.1,19297.1,16832.4,17540.2,23943.8,18483.5,19499.2,18758.2,20954.6,19006.1,27243.8,28402.8,27993.2,12736.8,23685.6,20585.4,22544.6,24338.3,10512.2,10751.7,0.0,17091.4,18000.0,11559.3,19233.6,15980.5,18322.3,23090.4,18808.8,22800.2,23784.0,20328.0,23608.4,22994.8,11499.3,30557.3,14941.8,17419.1,23432.0,20171.3,18497.1,26155.6,21831.9,12205.6,9468.3,23908.5,21930.7,10887.2,16177.0,29032.6,22328.6,9907.5,4952.2,13190.1,20022.4,13228.1,1703.4,24594.4,22638.8,23052.5,28150.7,17338.5,16036.2,19657.9,21201.9,31651.2,10087.4,30366.1,18864.4,25485.9,11848.7,8620.0,49150.7,13673.1,11669.8,21450.6,15590.9,20387.1,11486.1,18946.3,15870.3,25797.5,18249.1,12478.5,29373.2,22932.5,32940.1,23027.3,21628.6,11969.7,27406.3,12576.4,46401.9,15177.3,16687.3,17405.7,25073.2,17609.6,20583.6,26550.1,23086.7,16288.1,19480.5,21184.3,23186.1,11932.6,24608.8,20291.7,29562.0,28630.9,18268.1,21025.6,21298.8,19107.8,8124.3,26297.6,944.1,16542.8,31516.4,14141.2,13705.5,12506.0,20543.1,15473.2,9604.8,31047.1,26330.2,17235.9,22968.8,23733.7,27266.6,24103.1,21471.9,15043.8,22174.2,19305.3,15724.6,15581.1,19895.5,23891.8,7646.2,24902.1,14225.5,33020.5,15699.2,22328.8,18069.3,24581.5,22327.6,15569.4,30664.2,19606.5,3841.8,22267.2,21087.5,21483.2,18657.5,36045.2,17372.4,20618.9,23883.2,24832.9,18567.0,19866.2,16548.3,23214.5,30140.3,29559.3,28727.4,29510.4,7717.2,39508.7,21783.0,12958.3,21969.7,18227.9,19329.1
STOP::FLORES_MAGON,13735.7,14819.6,1665.4,2817.8,17622.6,9643.2,8968.6,17628.1,2888.5,2943.9,2956.4,12249.4,24223.5,4096.7,7053.5,13483.2,8324.6,16024.7,1615.5,3639.0,7734.2,11430.9,10050.8,9358.3,6983.9,16349.3,13360.0,5388.7,2081.1,4161.8,15453.7,15232.5,5850.6,13263.3,984.0,10408.6,6158.1,8191.3,7628.6,24582.3,12169.3,14918.6,16065.2,8896.1,2490.5,2594.5,3664.9,11198.0,5817.9,4622.0,4003.5,6195.8,8273.3,17203.7,18362.7,17408.0,7080.6,19145.0,4427.5,7664.7,14298.2,7559.7,6395.7,16702.4,0.0,3850.4,5656.0,4618.7,10183.6,4816.4,13050.3,1771.0,7478.4,5799.8,9129.0,8286.6,8114.9,14453.7,20517.2,2620.8,6064.4,10016.8,5645.7,7764.3,9214.7,10632.9,13527.1,8555.2,11162.6,9777.2,8580.8,5271.7,13663.7,9582.7,7215.4,13723.2,4983.3,2931.0,10939.1,19139.3,11848.6,7561.7,7812.7,18110.6,11799.7,1762.0,4536.4,5084.2,16654.0,7932.6,19312.3,4850.8,10769.4,5458.8,12638.7,35836.2,4333.9,5641.6,6394.5,2378.0,3446.3,6656.4,8213.5,2780.1,15757.4,2389.7,5478.3,19333.1,12892.4,21581.1,7768.7,8550.4,14924.0,17366.2,5829.8,33087.4,2382.0,846.9,2502.0,15033.1,3725.2,6058.1,11310.4,10340.8,4596.9,3451.2,6516.6,8306.3,13914.9,11528.1,5182.3,19521.9,15229.1,7280.9,8455.9,8856.1,3440.2,10837.7,14604.8,19280.2,1251.7,20621.5,17095.5,16659.8,14570.1,3451.7,5441.0,8060.4,21007.0,16290.1,5081.9,11769.8,11504.3,12026.9,6118.8,9318.5,6189.6,9204.7,12061.6,4220.9,1720.2,7742.1,7873.5,16417.2,13067.2,3731.8,16731.8,10160.5,5387.9,977.8,9717.6,6866.0,11446.7,20624.1,2665.6,15453.4,11534.4,3996.1,10284.2,4167.4,22730.7,2540.5,7737.1,8643.4,9574.2,2707.6,3059.5,4455.3,10468.6,20100.2,12778.3,18687.3,13943.8,14807.6,26194.2,4691.6,5423.3,8382.5,1190.1,5666.3
STOP::FORNARINA,9358.9,11381.5,4038.6,1429.4,14184.6,6205.2,7369.3,14190.0,1388.8,6358.9,1346.5,9890.2,19423.9,2481.4,6513.1,13686.4,7439.6,12586.7,3353.8,6012.2,11149.3,8482.0,9251.8,8576.1,5657.0,13031.9,11760.8,5010.4,5131.7,4707.5,12104.0,11882.9,4547.1,9825.2,4124.9,7660.5,5911.9,4650.1,5592.1,19782.7,10723.8,13005.6,12715.6,5490.0,5905.5,1877.7,447.5,8249.2,2276.7,3999.3,3350.0,5454.7,4835.3,13765.6,14924.7,14515.1,5044.1,15707.0,7842.5,6337.8,10860.2,7762.9,7966.0,17634.0,3468.6,0.0,6061.7,3403.6,8147.1,1265.7,9612.3,4270.7,6593.4,8173.0,5722.9,7401.6,6788.0,12869.4,17079.2,2523.2,2626.4,7737.4,4286.9,4326.2,12239.3,7226.8,11927.9,9764.2,8213.8,6236.0,6827.6,1833.7,11853.7,6633.9,8372.6,13926.5,6102.7,5304.2,9339.8,17555.0,8899.8,6432.0,7552.6,14672.5,8361.7,1893.8,4158.1,8499.3,13067.7,9069.8,16888.0,2021.1,9279.1,7311.2,11054.5,31036.7,5811.3,5558.5,3836.4,3855.5,6266.6,8133.9,4775.5,957.1,12319.4,2747.5,6955.8,15895.0,9454.4,19462.0,7527.5,5933.9,13339.8,13928.2,6550.1,28287.8,3037.4,3987.8,1498.1,11595.1,1836.6,4754.6,10512.7,7392.0,1055.7,3978.9,5684.5,6979.4,12315.6,8579.3,3269.4,16083.9,11625.3,3835.6,5331.0,5604.1,6836.6,10719.8,11198.7,17695.9,2003.9,18038.3,15511.3,15075.6,13171.4,4743.3,7956.0,8263.6,17569.0,12852.0,1636.6,8363.7,7963.0,11229.2,8492.0,5777.3,2894.3,6479.5,8623.6,1225.2,4861.1,4200.9,8392.0,16620.4,9661.1,2582.6,13145.5,6722.4,8412.4,3351.0,8374.7,6827.8,10213.3,17186.1,6080.6,13869.2,8096.4,6369.3,6878.1,1337.7,17931.2,1626.6,5481.9,8383.4,9333.1,3065.4,6455.9,914.1,7519.8,16662.2,11431.5,15249.2,12331.6,13223.3,21394.6,7064.8,3953.6,6275.1,4605.1,9062.6
STOP::FUENTES_MARES,14206.0,12106.9,7552.2,4882.6,18339.3,10359.9,4004.3,18344.7,5925.3,8525.2,5661.4,16463.8,28214.5,6955.9,11123.2,7859.9,11824.8,16741.4,6491.6,9541.8,13277.5,13329.2,14265.2,13572.7,10484.1,21835.8,8395.8,9484.9,7759.4,9183.8,16951.2,16730.1,9350.8,13979.9,6175.6,12487.6,10386.4,9497.3,5240.3,28573.4,16383.7,17852.8,17562.7,9612.7,7937.6,5807.1,5793.2,13096.4,7123.9,8473.8,7732.9,9929.2,8990.0,17920.3,19079.4,18669.8,5466.2,16432.4,10011.0,11164.9,15014.8,1936.3,1904.3,11079.1,5731.8,5915.2,0.0,8208.2,8709.9,6881.2,13767.0,7449.3,10978.6,12424.4,9845.6,11786.8,11615.1,9489.4,21233.9,3916.5,6781.1,13517.0,9146.0,8480.9,14796.1,11349.6,8562.9,4016.2,13061.0,11083.2,3616.6,5988.4,16700.9,11481.1,2546.1,8099.9,1989.6,8817.7,5974.8,14175.0,13747.0,11061.9,12027.1,18827.2,12516.4,5010.8,8632.5,10627.5,17914.9,3393.6,21042.7,6915.6,13664.3,1848.8,7674.5,39827.3,2956.2,677.4,8730.8,3482.6,9027.6,2985.6,8930.1,4845.0,16474.1,7223.7,3080.8,20049.7,13609.1,23616.7,12002.0,10781.1,9959.8,18082.8,1152.8,37078.5,4152.0,5327.8,6380.3,15749.8,6584.3,9558.3,15524.8,12239.2,5501.0,8455.1,10159.0,11806.5,8950.6,13426.5,8771.8,20238.5,16472.5,7997.5,10178.2,10451.3,8887.3,4893.2,15321.5,11947.9,5517.5,22193.0,12131.3,11695.6,9605.9,9338.4,6503.4,2437.0,21723.7,17006.7,5798.6,12486.4,12810.2,16241.3,12743.5,10624.4,7048.9,11326.7,12052.1,4937.5,4947.3,9048.0,12866.5,10793.8,13783.9,3200.2,17992.7,10877.1,10969.2,6709.7,12759.9,11302.3,8316.2,21340.7,8246.9,10489.2,12251.1,9882.8,11000.8,6232.2,26721.8,4605.3,9801.9,12857.9,13807.6,7541.6,8506.6,5761.2,12367.0,20816.9,16992.7,19403.9,17178.8,9843.3,30185.2,10578.3,2171.3,11122.3,6868.4,11113.3
STOP::GARCIA_VALDEZ,7018.7,14265.3,4339.3,4282.9,10619.0,5471.7,10829.9,11058.6,2517.0,6137.6,2746.9,6280.3,17083.8,1209.8,2558.7,16237.6,3829.8,11835.7,2954.7,4978.2,11488.1,6141.9,5641.9,4966.3,2489.1,10691.7,15221.3,2897.0,5386.8,3270.5,9763.9,9542.8,1355.8,8486.0,5700.8,4492.6,3797.9,2981.3,9052.6,17442.6,7114.0,10665.5,10375.4,3821.1,7481.4,3157.1,4016.7,5909.0,2173.1,1599.8,668.2,3340.8,4101.8,10634.2,11430.2,10268.3,8504.7,18590.8,8181.3,3169.9,9583.2,10314.1,9449.1,21094.5,5044.4,3797.3,8410.4,0.0,11607.7,2573.6,8281.0,4974.3,2983.5,5495.7,4054.1,3791.8,3620.1,16330.0,13584.7,4909.5,4072.4,5522.0,1095.6,3592.7,11341.6,5558.0,15388.4,11608.5,5873.7,4567.2,10288.2,4717.5,9513.6,4293.8,10268.7,16477.6,7737.7,4270.2,12800.4,21015.6,6559.7,3066.9,4473.7,10777.4,11245.5,3469.7,2044.6,8838.1,10727.6,10985.9,12172.6,1749.3,5669.3,8512.2,14515.0,28696.6,7387.2,8359.4,1216.3,5431.4,5232.6,9709.8,4041.9,3571.4,11950.7,2205.4,8531.7,12480.5,9010.6,14441.4,5413.6,3769.9,16800.3,10541.9,8584.2,25947.7,4613.3,5563.7,2898.5,11226.4,2365.1,1563.2,6902.8,5051.9,4185.7,2601.2,1971.9,3811.4,15776.2,6239.2,604.9,12669.3,9285.2,2920.8,3166.9,3567.2,7251.7,13270.9,9529.9,21156.5,3579.8,13481.8,18971.9,18536.1,16055.2,3647.5,9531.8,10814.8,13326.7,12483.4,4136.4,6694.9,6294.2,7619.3,6245.1,4108.4,6354.8,4709.9,11507.4,4355.2,6437.0,2532.0,6278.0,19171.6,7992.3,5196.9,10805.4,9606.2,7514.8,3593.4,4764.9,4713.8,13097.1,13691.5,7656.5,17329.7,7362.8,5335.3,5209.2,3274.4,15591.0,4005.6,2448.2,4828.7,7219.1,1895.3,6871.0,3556.5,5179.7,13167.6,7821.6,11754.7,9991.5,16683.9,19054.5,5471.6,7083.6,3607.8,6181.0,9477.7
STOP::GIRASOLES,15571.7,5151.0,11574.0,7693.4,18180.8,10894.2,3769.2,18186.3,10796.6,13209.2,9489.6,16615.1,28056.1,10233.2,13238.0,13545.2,14164.5,16583.0,11105.6,13956.8,17999.5,14694.9,15976.7,15301.0,12381.9,21677.3,4417.1,12762.2,12346.3,12459.3,19801.0,19579.9,12153.1,13821.5,10975.1,14385.4,13663.7,10862.9,3303.6,28414.9,16134.8,20702.5,20412.5,10613.2,12755.7,9635.3,8058.4,14462.0,9001.6,11751.2,11010.2,13206.6,9524.3,17761.9,18921.0,18511.4,3193.7,9476.5,14692.7,13062.8,14856.4,8802.1,9358.1,14767.3,10318.8,8518.1,7453.8,11009.6,0.0,8840.4,13608.6,11806.1,13318.3,16117.6,10846.1,14126.5,13512.9,7773.6,21075.5,9280.7,7937.3,13950.2,11892.9,9015.2,19480.0,12350.0,4584.1,10803.4,14426.6,12448.8,4058.4,6695.2,19550.7,12846.7,9411.8,13785.2,8488.3,13248.9,3340.8,14688.3,15112.6,13156.9,15304.5,18668.8,6509.6,9077.3,11909.9,15349.5,22169.4,10109.0,20884.2,9382.6,16004.1,8720.7,8187.8,40180.9,9828.1,6968.0,11968.7,10140.3,13711.5,10014.3,9464.4,8267.9,16315.7,10499.3,10109.4,19891.3,13450.7,23458.3,15279.3,12146.7,8244.0,17924.4,7959.7,37432.1,9974.9,10838.1,10446.8,15591.3,9588.4,12335.7,17237.6,13604.8,7766.2,11730.7,13436.3,13704.3,4901.9,15126.9,10809.8,20080.1,19149.1,8786.2,11543.8,11816.9,13686.8,11758.9,16815.7,14829.2,9539.3,22034.5,9738.6,9417.3,4268.5,12495.2,13532.1,9302.8,21565.3,16848.3,7754.0,13486.9,14251.8,17954.1,16436.7,11990.1,5561.9,12692.3,5096.2,7202.7,11605.1,10413.7,16143.8,16479.1,15420.2,7557.6,23538.6,5333.2,15653.1,10886.4,15099.7,14579.6,1310.4,21182.3,12930.8,11002.5,12785.3,14313.9,12001.3,9175.6,26563.3,7890.6,11137.0,15163.5,17084.9,10817.2,13306.1,8026.4,13732.6,20658.4,20077.4,19245.5,20028.6,10356.6,29691.5,15009.4,6096.3,12487.9,11455.3,15912.8
STOP::GOMEZ_MORIN,8197.3,11823.4,4832.9,3152.5,11560.4,4909.4,7811.2,11565.9,2896.1,7360.1,3126.0,11097.7,18262.4,1589.7,4868.1,14374.5,6278.1,11620.9,3349.5,6200.6,12710.6,7320.5,8090.2,7414.6,4495.5,11870.3,12202.7,4118.8,5880.4,4492.3,10942.5,10721.4,3665.2,8859.4,5805.3,6499.0,5020.2,3488.6,6034.0,18621.2,9562.3,11844.1,11554.0,4328.4,6605.4,3536.3,1866.0,7087.6,1115.2,3107.7,2366.7,4563.1,3539.5,11141.5,13958.9,11890.9,5486.0,16148.9,9403.8,5176.3,9894.4,8451.0,8654.0,18075.9,5148.9,1903.1,6749.8,2521.7,8589.0,0.0,8646.5,5467.9,5431.9,6718.1,4561.4,6240.1,5626.5,13311.3,16113.4,4007.1,1573.3,6575.8,3405.0,3030.4,12235.0,6065.3,12369.7,10452.3,7052.3,5074.5,7269.5,2275.6,10692.2,5472.4,9060.7,14614.5,7196.8,5492.7,9781.7,17996.9,7738.3,5270.5,6661.0,11284.7,8803.6,3848.8,3266.4,10060.6,11906.2,9757.9,13351.2,854.0,8117.6,7999.2,11496.4,29875.1,7766.4,6246.6,2954.4,5810.5,6455.0,9292.8,3479.6,2441.1,11353.6,2743.2,8910.8,14929.2,8488.6,15620.0,6635.9,4772.4,13781.7,12962.4,7238.2,27126.3,4992.5,5668.2,3277.7,10629.3,1292.5,3872.6,10158.7,6230.5,1743.8,3823.0,4792.9,5817.8,12757.5,7417.8,2387.4,15118.1,10463.8,3428.1,4169.5,4442.6,7555.1,11407.8,10037.2,18137.8,3959.0,17072.5,15953.2,15517.4,13613.3,4869.3,9911.0,8951.7,16603.2,11886.2,1545.1,7202.1,6801.5,10875.2,7731.0,4615.7,3336.1,5318.0,9065.5,1913.3,6541.5,3039.3,7500.4,17308.5,8499.6,4066.5,11984.0,7164.3,8408.1,3988.1,7213.2,5936.2,10655.2,16220.3,6780.5,14311.1,6800.5,6557.8,5716.5,817.1,16769.6,2875.2,4025.5,7491.7,8441.5,3061.0,7174.4,1114.6,6358.3,15696.4,11626.6,14283.4,11170.1,13665.2,20233.1,7253.3,4641.7,5113.5,6285.5,9781.1
STOP::GRUTAS,5531.7,15907.8,12055.8,10291.5,5815.1,2987.9,11924.5,5820.6,10263.3,14583.0,10493.3,9220.9,15690.4,9699.9,9819.7,20967.1,10746.3,4217.2,10572.4,13423.6,19933.5,4654.9,9887.7,10553.3,8963.7,9311.6,16316.0,10653.6,13103.3,11926.1,7435.3,7214.1,9726.2,1455.8,13573.3,8316.6,10947.6,7165.5,10147.3,16049.2,7656.5,8336.8,8046.8,5425.6,15353.9,10903.5,8705.0,4476.0,8468.4,11217.9,10476.9,10277.1,4228.9,5396.2,6555.2,6145.6,9599.3,20233.3,16626.7,9644.5,2490.7,15336.3,15539.4,22189.2,12916.9,8617.8,13635.1,8720.3,12702.3,8307.2,0.0,12690.8,9900.0,15584.3,4883.3,10708.3,10094.7,17424.6,8709.7,11230.0,6140.8,6646.6,9048.2,4902.7,19457.9,4022.6,16483.0,17337.6,4386.6,4961.9,11382.8,7115.8,7185.0,6237.3,15946.0,21207.1,14652.2,12715.6,13895.0,22110.2,5788.1,9738.7,11734.7,6303.1,12888.0,10600.7,11376.6,17283.5,9803.7,16643.2,8518.5,8849.3,8950.5,14884.6,15609.7,27303.1,14518.2,13131.9,8550.5,12562.4,13678.0,16178.2,5767.0,9664.0,3949.9,9966.1,15662.7,7525.6,1084.9,11092.6,13014.1,6714.0,17895.0,5558.7,14123.5,24554.3,11744.3,13436.2,10644.9,3225.6,9055.1,8917.5,8286.4,5531.0,7809.1,11197.5,9880.5,8090.3,16870.8,3410.3,8132.6,7714.4,6783.3,5505.9,7846.4,5932.3,16285.0,18293.2,4450.0,22251.1,10710.8,9668.8,20066.5,19630.8,17526.1,11961.9,16662.8,15837.0,9199.5,4482.6,7220.8,2206.9,2946.7,8526.2,15387.9,5155.8,7449.4,7113.0,13149.9,7978.6,14309.5,6716.3,12275.2,23901.1,3054.5,11289.4,11172.9,11248.7,15631.0,11211.1,11119.3,11863.6,14739.6,8816.6,15529.0,18424.4,1122.7,13780.7,3693.2,8642.4,14197.6,10488.7,7439.6,11253.6,14819.7,10284.0,15904.3,8047.4,4821.0,8292.7,7711.7,6879.8,7662.8,17778.5,17661.1,15093.0,11527.0,7123.3,14053.5,18511.0
STOP::GUADALUPE,12705.3,15854.7,680.6,4331.4,16728.3,9739.0,10689.2,16733.7,3135.4,2215.4,3051.4,11218.9,23193.0,4200.7,6023.1,15203.8,7294.2,16405.1,2086.6,2608.5,7418.8,10944.2,9020.3,8327.9,5953.5,15318.9,15080.7,4358.3,857.6,3131.4,14423.2,14202.1,4820.2,13643.7,1704.3,9378.2,5127.7,7791.1,10139.6,23551.9,11138.9,13888.1,15034.7,8673.5,2175.0,3461.7,4321.3,12849.1,6221.9,3591.5,4650.7,5165.4,8369.1,17584.1,18743.1,16377.6,9591.7,20180.2,4112.0,6634.3,14678.6,9280.3,8116.4,18423.1,1897.5,4101.8,7376.7,5134.9,12694.6,5010.5,13430.7,0.0,6447.9,4769.3,8906.5,7256.1,7084.4,16174.3,20897.6,4134.4,6819.9,8986.3,4615.3,7860.0,8486.2,10410.4,15247.7,10275.8,10675.9,9377.0,11375.2,6306.8,12633.3,9254.9,8936.0,15443.9,6703.9,1900.6,12659.7,20859.9,13846.8,6531.3,6782.3,19116.3,12834.8,2845.7,3505.9,4768.8,15623.6,9653.2,18281.9,5044.8,9738.9,7179.5,14359.4,34805.8,6054.5,7362.2,5364.0,4098.7,2862.9,8377.1,8309.2,4121.5,16137.8,2636.6,7199.0,19713.5,13272.8,20550.6,6738.2,7519.9,16644.7,17746.6,7550.5,32057.0,3989.4,2567.5,2655.0,15413.5,3829.2,5027.6,10280.0,9667.5,4929.5,2420.8,5486.1,7275.8,15635.5,11041.4,5698.4,19902.3,14198.7,7773.2,6903.3,8369.5,3124.7,12558.4,14382.3,21000.8,2266.7,19591.0,18816.2,18380.4,16290.7,2421.3,7161.7,9781.0,19435.9,16670.5,5223.4,11547.2,11104.0,10996.4,5088.4,8918.2,7441.8,8174.3,13096.7,5099.0,3440.8,7341.8,6843.0,18137.8,15258.1,5245.4,15701.4,11195.6,4659.3,1992.9,8687.2,5835.6,14686.5,21004.5,2350.1,17174.0,11630.1,2965.7,10061.6,4361.4,21700.3,4054.1,7250.4,7613.0,8543.8,2954.5,2744.0,5145.9,9982.0,20480.6,11747.9,19067.7,12913.3,16528.2,25163.7,3661.2,7418.8,7352.0,1074.6,5350.8
